test_lect,test_mate,test_soc,test_nat,privateHS,wage,male,momschooling2,momschooling3,momschooling_miss,dadschooling2,dadschooling3,dadschooling_miss,broken_home1,broken_home_miss,incomehh2,incomehh3,incomehh_miss,north,center,share_private,avg_price
1.78456,1.149235,1.908648,.3259616,1,8.8622998,1,1,0,0,0,1,0,0,0,1,0,0,0,1,.8,.18182649
.9320436,.7110616,.0976578,.3697676,1,8.7750712,1,0,0,1,0,0,1,0,1,0,0,1,0,1,.7777778,.11880343
-1.086487,-.9812607,-.7457654,-1.664508,1,8.9728196,1,0,0,0,0,0,0,1,0,1,0,0,0,1,.8,.18182649
.809284,.7274533,1.203564,.7892246,1,9.3823871,0,1,0,0,1,0,0,0,0,1,0,0,0,1,.5,.20187719
-2.490621,-1.317886,-.2747756,-.9496113,0,7.0535435,1,0,0,1,0,0,1,0,1,0,0,1,0,1,.7272727,.25709625
.4000197,.2560974,.4900825,-1.731918,0,3.7970754,1,1,0,0,0,0,0,1,0,0,0,0,0,1,.7391304,.18860212
-1.383588,.519161,.4884835,.3751681,1,9.478352,1,1,0,0,1,0,0,0,0,0,1,0,0,1,.8,.18182649
-.1755891,-.1522906,.2723795,-.8824025,0,5.5965382,0,1,0,0,0,0,1,0,1,0,0,0,0,0,.4615385,.29920655
-1.272625,-.8039525,-.162026,-.7479842,1,8.2608915,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.8108108,.31813516
.6315433,.5245586,-.2635807,-1.189444,1,7.2919434,0,1,0,0,1,0,0,0,0,1,0,0,0,1,.8108108,.31813516
.546771,-.0913222,1.035639,-.4485435,1,8.6780838,1,0,0,0,0,0,0,1,0,1,0,0,0,1,.7272727,.21739165
-.7076126,.4615908,-.4516967,.1693406,0,6.2431834,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,.07998273
-1.0461,-.9378829,-1.245942,-.3795339,0,6.7667394,0,0,0,1,0,0,1,0,1,0,0,1,0,0,.5,0
1.326113,.7718303,1.274132,-.0934953,1,7.7685153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.75,0
-.5204747,-.0207588,-.1060513,-1.139037,1,8.5181475,1,0,0,0,0,0,0,1,0,1,0,0,0,1,.25,.1438726
.3614327,1.569816,.9588733,.4333761,1,8.4361302,1,1,0,0,1,0,0,0,0,0,1,0,0,1,.8,.18182649
1.082993,-.0535418,1.299921,.0927299,1,8.0070894,1,0,1,0,0,1,0,0,0,1,0,0,0,1,.7368421,.08477957
.1387069,.5145638,.8583183,-.2803206,1,5.3974234,0,0,0,1,0,0,1,0,1,0,0,1,0,1,.8181818,.15585168
-.248365,-.0941207,-.0512756,.3621665,1,3.9758106,1,1,0,0,0,1,0,0,0,0,1,0,0,1,.5,.28958993
-.5740568,-.4627296,-.0796629,-.512152,0,8.5122933,1,1,0,0,0,0,1,0,0,0,0,0,0,1,.25,.1438726
-1.059296,.2425046,.7183808,.070927,1,9.2858703,0,1,0,0,0,0,0,1,0,1,0,0,0,0,.5,0
-.1613937,-.2992142,.2293988,-1.783325,1,8.7047657,0,1,0,0,1,0,0,1,0,0,1,0,0,1,.7272727,.25709625
.5087837,.6285043,.0476801,.0975307,1,8.5762563,0,1,0,0,1,0,0,0,1,0,0,1,0,0,.6428571,.04897266
2.251805,1.695151,2.886412,1.866771,1,9.9096814,1,0,1,0,0,1,0,0,1,0,0,1,0,1,.8,.15633682
-.1102107,-.4027607,-.1264419,.2791553,1,10.12817,0,1,0,0,1,0,0,0,0,0,1,0,0,1,.8,.18182649
1.282927,1.359325,1.698343,.6106005,1,8.4507787,0,1,0,0,1,0,0,0,0,1,0,0,0,1,.8,.18182649
.6241458,.6013187,.9824626,.621802,1,7.12718,1,0,0,0,0,0,0,0,0,0,0,0,0,1,.8108108,.31813516
.3216461,-.3833707,-.1406357,.0059182,1,6.8778753,1,1,0,0,1,0,0,0,1,0,0,1,0,0,.6428571,.04897266
.3866245,.7822247,-.2905687,-.3689325,1,7.7628519,0,0,0,0,0,0,0,1,0,0,0,0,0,1,.5,.08057165
-.2417671,-.6668236,-.8889012,-1.018021,1,8.4189917,1,1,0,0,1,0,0,1,0,1,0,0,0,1,.8,.18182649
1.00362,.3602438,1.272933,1.443113,0,8.6259432,1,0,0,0,1,0,0,0,1,0,0,1,0,1,.7619048,.16574368
.6421397,.2598955,-.2389917,.1929437,1,9.4178395,0,0,0,0,0,0,0,0,0,0,1,0,0,1,.6153846,.29223201
.6677312,-1.043029,.5014776,.3189605,1,8.2815286,0,1,0,0,0,1,0,1,0,1,0,0,0,1,.8,.18182649
.2406726,-.0921216,1.720533,-1.081829,0,8.6878258,1,1,0,0,0,0,0,1,0,0,0,0,0,1,.25,.1438726
-.5212743,-.6194482,-.6520073,-.2055103,0,9.0357814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.3333333,0
1.050004,.7290522,.8387268,1.243286,1,7.6819895,1,0,0,0,1,0,0,0,0,1,0,0,0,1,.8108108,.31813516
.071729,1.424692,-.2317949,-.0936952,1,7.0162104,0,0,0,0,0,0,0,1,0,1,0,0,0,1,.5,.04958201
-.7839871,-.822543,-.426508,-.3997369,1,8.6075066,0,0,0,0,1,0,0,1,0,1,0,0,0,1,.8,.18182649
.6157483,.7832245,1.280329,1.42051,0,7.8584199,1,0,1,0,0,1,0,1,0,1,0,0,0,1,.5757576,.19301433
.5609667,.9805221,1.286727,1.276691,0,8.1373055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8108108,.31813516
.095321,-1.095001,.3073639,.5729952,0,7.2607022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.12780535
.2644647,.5937226,.2889724,-.5355551,0,9.1279677,0,0,0,1,0,0,1,0,1,0,0,1,0,1,.5,.08057165
-.0652257,.4042206,-.0082946,.7562202,1,8.0776723,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,.07998273
.3862243,.1183692,.1330424,.2033449,0,8.5368502,0,0,0,0,0,0,0,1,0,1,0,0,0,1,.7391304,.20514061
.1952879,-.2154576,-1.680548,-.342729,1,8.8345969,0,0,0,0,1,0,0,0,1,0,0,1,0,1,.84,.32447398
-.8657602,.5929228,.1050547,-.0800935,0,8.4611288,1,1,0,0,1,0,0,0,0,0,1,0,1,0,.4666667,.05699361
-.4980819,-.8443316,-.2847711,-1.115034,1,8.2537267,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.25,.1438726
.4611994,-.2220542,.2327976,1.317296,1,7.5520586,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,.04056966
1.105786,.1019775,1.360693,1.202481,0,8.1869308,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.75,.05631924
.1984869,.1421569,-.3941223,.5789958,1,8.4737571,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.4285714,.1284174
-.7847871,-.4273478,-1.050629,-.7301818,0,7.8957865,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.8,.18182649
.5705631,-.0857251,-1.155182,-.1983094,0,8.8472256,1,0,0,0,1,0,0,0,1,0,0,1,0,0,.6428571,.04897266
-.2845529,-.6106527,-.3317503,-.9630134,1,8.4050365,1,0,0,0,0,0,0,0,0,0,1,0,0,1,.8571429,.21692954
-1.207447,-1.679698,-1.613977,-2.051561,1,6.8705368,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.6923077,.10655018
-.3553293,-.091522,-.3145579,.2745545,0,8.3760056,1,0,0,0,0,0,0,0,0,0,0,0,0,1,.8108108,.31813516
-.1042127,.5179617,.8083406,-1.910942,1,7.9438043,1,0,0,0,0,0,0,0,0,0,1,0,0,1,.5,.08057165
1.777963,.4202127,2.395431,1.743954,1,8.7531437,0,0,0,0,0,0,0,1,0,0,1,0,0,1,.8571429,.21692954
-.2307707,-.1247048,.9962565,.4361768,1,9.8758081,1,0,0,0,1,0,0,0,0,0,0,0,0,1,.8108108,.31813516
.0991198,.4084189,-1.203561,.2035451,1,7.1284292,0,1,0,0,1,0,0,0,0,1,0,0,0,1,.4285714,.1284174
.5695637,-.5700738,1.097411,1.360102,0,7.7796792,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.5,0
-.9005485,-.7535785,.1358408,-1.16324,1,8.6662766,1,1,0,0,0,0,0,0,0,0,1,0,0,1,.7272727,.25709625
-.0406339,-.476922,-.3233541,-.5309546,1,7.425308,0,1,0,0,1,0,0,0,0,0,1,0,0,1,.8,.18182649
.0281433,.2780861,-1.032637,-.5657594,1,8.7622111,0,0,0,1,0,0,1,0,1,0,0,1,0,0,.8,0
.2462707,.6013187,.7415699,.9936523,1,8.0601819,0,0,1,0,1,0,0,1,0,0,1,0,1,0,.6111111,.15668336
-1.000115,-.1518907,.1062541,-1.642706,0,8.8963194,0,0,0,0,0,0,0,1,0,0,0,0,0,1,.7272727,.25709625
-.0586278,-.0033676,-.1462332,-.0708922,1,5.8190152,1,0,1,0,0,1,0,0,0,0,1,0,1,0,.6111111,.15668336
.0843246,1.554624,.8357282,.7088139,1,8.4656434,1,0,0,0,1,0,0,1,0,0,0,0,0,1,.6666667,.05658516
2.068466,.8633825,.6769992,.4121733,1,8.2467746,1,1,0,0,0,0,0,0,0,0,0,0,0,1,.7272727,.25709625
1.293324,1.781507,1.99581,.894439,1,8.9669048,1,1,0,0,1,0,0,0,0,1,0,0,0,1,.5,.09580029
.4586008,-.1930693,.5370616,.6764089,1,8.8368157,1,0,0,0,0,0,0,0,0,0,1,0,0,1,.6666667,.03791952
-.1316038,-.6420366,.5320639,-.0882944,0,7.8402491,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.7391304,.21390388
.2932552,-.4901153,.6340185,.6242022,0,8.3827384,1,0,0,1,0,0,1,0,1,0,0,1,1,0,.5,0
-1.07609,-.5464862,.2026109,-.150103,1,8.8925578,0,1,0,0,0,1,0,0,0,1,0,0,0,1,.7368421,.08477957
-.0070449,.4210119,1.136393,.1689402,0,9.3667241,1,0,0,0,1,0,0,0,0,0,1,0,0,1,.7272727,.21739165
-.6010479,.0607989,.066272,.5903975,1,7.8896063,1,1,0,0,1,0,0,0,0,1,0,0,0,0,.5333334,.32381934
1.166765,.5079669,-.5510523,.7272161,1,5.3121261,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.7619048,.16574368
-.5402679,-.0761299,-1.544009,-1.333864,0,8.0150927,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.6666667,.05298273
-1.279223,-.6898118,-.2369925,-.0024829,0,8.3118263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7142857,.08627617
-.2467655,.3956253,-1.005049,-1.441278,0,8.0373005,0,0,0,0,0,0,0,0,1,0,0,1,0,0,.6428571,.04897266
2.050072,1.04189,1.684349,1.308695,1,9.0516418,1,0,0,0,1,0,0,0,0,0,1,0,0,1,.8333333,.16892856
-1.177657,-1.533774,-.7635574,-.4661457,1,8.0228774,1,0,1,0,0,0,0,0,1,0,0,1,0,1,.25,0
.2170806,.8737775,.9080958,.5069866,1,7.0417684,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,.04056966
-.80598,-.7112005,-.6648015,-.2085109,0,7.1415608,1,0,0,0,0,0,0,0,0,0,1,0,0,1,.6666667,.03791952
.7688976,.86858,-1.975616,-.2303138,1,6.7422646,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.7777778,.11880343
-1.120276,-.2948165,-.1576279,.7174149,1,7.997311,1,0,0,0,0,0,0,0,0,0,1,0,0,1,.7391304,.20514061
-.6136439,-1.988738,-1.237146,-.0950956,1,6.5418918,0,0,0,0,0,0,0,0,1,0,0,1,0,1,.8,.18182649
.8444725,-2.19743,.5430588,1.029257,0,8.9835066,0,0,0,1,0,0,1,0,1,0,0,1,0,1,.7619048,.16574368
-.9489324,.7612358,-.1720215,-.0012828,1,5.3891391,0,0,0,0,0,0,0,0,1,0,0,1,0,0,.6428571,.04897266
-.0478315,.3302594,.7397708,.1415366,1,6.9328116,1,0,1,0,0,0,0,0,0,0,1,0,0,1,.8,.18182649
1.93691,1.057482,2.091367,1.669144,0,6.6720905,1,1,0,0,1,0,0,0,0,1,0,0,0,0,.5714286,.03117384
.3176472,.3702386,-.7481642,.1243345,0,6.6448531,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,.04056966
.4160148,.5363525,.3179597,-.05469,1,9.899003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,.8,.18182649
-.9613285,.373437,-.8964979,-1.208047,1,8.4890471,1,1,0,0,1,0,0,0,0,1,0,0,0,1,.7391304,.18860212
1.18356,1.564219,.8869053,.6698083,1,7.621509,1,0,1,0,0,0,1,1,0,1,0,0,1,0,.6363636,.19968063
-1.195851,-1.331079,-1.677749,-1.046625,0,7.432431,0,0,0,1,0,0,1,0,1,0,0,1,0,1,.6666667,.03791952
1.430878,.3528478,-.3681338,-.1038965,1,9.852165,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.8,.18182649
1.961901,.7882219,-.0332835,1.427311,0,8.3146246,0,0,1,0,0,0,0,0,0,0,0,0,0,1,.6666667,.05658516
.7656986,-.6058551,-.6678001,-.6293679,1,8.2858825,0,0,0,0,0,0,1,1,0,1,0,0,0,1,.84,.32447398
-.4992818,-1.353667,-.7067826,-.7363825,1,8.2212362,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.5,0
-.6780222,.6099141,.0744684,-1.789325,1,4.7077902,0,1,0,0,0,1,0,0,1,0,0,1,0,0,.6428571,.04897266
-.0634263,-.0791285,-.2106044,-1.856134,0,9.4694752,1,1,0,0,1,0,0,0,0,0,1,0,0,0,.5714286,.03117384
1.088591,-.5129035,.225401,.7898246,1,7.8585369,0,0,1,0,0,0,0,0,0,0,1,0,0,1,.8571429,.21692954
.5441723,.0112247,-.4530959,.2925574,0,9.3153801,0,1,0,0,1,0,0,0,1,0,0,1,0,1,.7619048,.16574368
-.5966494,-.6612265,-1.085614,-.8746011,1,8.9021333,1,0,0,0,0,0,0,0,0,0,1,0,0,1,.75,.05631924
-1.316411,-.7783657,-1.441454,-.7933902,1,8.4092613,1,1,0,0,1,0,0,0,1,0,0,1,0,1,.8108108,.31813516
-.3801212,-.0727317,-.9974529,-.6303681,1,7.3460674,0,0,0,1,0,0,1,0,1,0,0,1,0,0,.6428571,.04897266
1.384693,.5733334,-2.221306,1.276291,1,8.6958462,0,0,0,1,0,0,1,0,1,0,0,1,0,1,.8108108,.31813516
.1581005,-.0651358,-1.009447,.0431232,1,9.0532554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,0
-1.876625,-.7905594,-.9022952,-.6367688,0,8.8627662,1,0,0,0,1,0,0,0,0,1,0,0,0,1,.8571429,.19925352
1.022213,.3812327,1.290125,1.226684,1,9.0662258,1,1,0,0,1,0,0,1,0,0,1,0,0,1,.5757576,.19301433
1.250338,.9569345,.7775542,1.212282,0,6.5879864,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.5,0
.2256776,1.10026,1.363093,.1929437,1,8.825388,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,.12780535
.6111497,1.257179,.1840193,.8808367,1,9.213326,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,.01365126
.8460717,.6353008,.2543877,.6322032,1,8.7142929,0,0,0,0,0,0,0,1,0,1,0,0,0,1,.7272727,.25709625
.5999534,.4006227,.9846613,.9192422,0,7.8389242,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.7391304,.18860212
-.6086455,-.1015168,-.2048069,.4563791,1,8.2627311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.5,0
-1.085887,-.3176047,-.305562,-1.291858,0,7.8229667,0,0,0,1,0,0,1,0,1,0,0,1,0,1,.5,.20187719
.4871911,1.238988,1.59159,1.570531,1,7.9494086,1,1,0,0,1,0,0,0,0,0,0,0,0,1,.7391304,.20514061
.2426721,.5033697,.4215133,1.04826,1,7.8111872,0,0,1,0,0,1,0,1,0,1,0,0,0,1,.7391304,.18860212
-2.158331,-1.689893,-1.089812,-1.260854,1,8.3436234,1,0,0,1,0,0,1,0,1,0,0,1,0,0,.6666667,.01058696
.5889573,.3576451,.92129,.6053995,0,7.2253642,0,0,0,0,0,0,0,0,1,0,0,1,0,1,.7619048,.16574368
1.21255,2.085349,1.722932,2.239421,0,9.4518871,1,0,0,0,0,0,0,0,1,0,0,1,0,1,.8571429,.14576154
-.1717903,.6754801,.0260897,.467381,1,8.4508786,1,1,0,0,0,0,0,1,0,1,0,0,0,1,.625,.08451056
-.5928506,.1029771,-.0610713,-.1291001,1,9.4833552,1,0,1,0,0,0,0,0,0,1,0,0,0,1,.5,.08057165
.4819927,-.1444947,-2.017197,-.3193258,0,5.9702925,0,0,0,1,0,0,1,1,0,0,0,0,0,1,.5,.20187719
.7547025,.0070268,-.3695334,-.3271269,1,8.2043277,0,0,0,1,0,0,1,0,1,0,0,1,0,1,.7272727,.21739165
-.0274382,.7042652,-.0702671,.1189337,1,8.4297523,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.7391304,.20514061
1.940709,2.361406,1.693345,1.133671,1,8.7193516,1,1,0,0,0,1,0,0,1,0,0,1,0,0,.6428571,.04897266
.5925559,.4855786,.3245565,.1763411,0,8.6938985,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.5,.08019912
.9112503,1.082669,.5062752,.6098002,0,4.1344044,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.3636364,.36264089
.0885234,.8525885,.4381056,-.1102975,1,8.082739,0,1,0,0,1,0,0,1,0,0,1,0,0,1,.5,.28958993
.4224122,-.575271,.1494346,-.5837618,1,9.1326113,1,0,0,0,0,0,0,0,1,0,0,1,0,1,.625,.08451056
.8228799,.9427414,1.030841,1.093466,1,8.5947381,1,0,1,0,1,0,0,0,0,0,1,0,0,1,.8,.18182649
1.007019,-.3597828,.4584969,1.48832,1,4.2449101,1,0,1,0,0,1,0,1,0,1,0,0,0,1,.5714286,.21205693
-.3439333,-.2210547,-1.462245,1.066462,1,8.633246,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.09735526
.64074,.6954697,.2030111,-.9158069,1,9.019923,0,1,0,0,0,0,0,1,0,0,1,0,0,1,.7090909,.25402301
.917248,.721456,1.50123,1.328098,1,8.2091247,1,0,0,0,1,0,0,1,0,0,1,0,0,1,.85,.18611974
-.1298041,-.4747232,.4257113,.6348036,0,8.4442511,0,1,0,0,1,0,0,0,0,1,0,0,0,1,.6666667,.03791952
-.314543,-.2732277,.5172701,.1057318,1,8.8921132,1,0,0,1,0,0,1,0,1,0,0,1,0,0,.6666667,.01058696
1.24394,1.095462,.9198905,.710614,1,8.060549,1,0,0,0,1,0,0,0,0,1,0,0,0,1,.7391304,.20514061
1.051603,.7232556,.8957015,.8182288,1,5.65147,0,0,0,0,0,0,0,1,0,0,0,0,0,1,.8571429,.21692954
.272462,.392827,.0011009,.5875975,1,6.0890409,0,0,1,0,0,1,0,1,0,0,1,0,0,1,.7368421,.08477957
-1.126873,-1.076411,-1.879658,-1.185043,1,8.3527962,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.5,.08057165
.7373077,-.7221949,.0116964,-.0374877,0,9.5791167,1,1,0,0,0,0,0,0,0,1,0,0,1,0,.6111111,.15668336
2.611086,.495973,1.099411,1.827965,1,8.9436577,0,0,0,0,0,0,0,1,0,0,0,0,0,1,.7368421,.12963872
1.783961,1.875658,2.607537,2.072599,1,9.6615383,0,1,0,0,0,1,0,0,0,0,1,0,1,0,.5,0
.0451378,1.0229,.4189144,.9884514,1,6.3406501,1,0,0,1,0,0,1,0,0,0,1,0,1,0,.6111111,.15668336
-.2261723,-1.011045,-.8753074,-.5609587,1,8.3213439,0,1,0,0,1,0,0,0,0,1,0,0,0,1,.84,.32447398
.2314758,.3176658,-.3787294,-.0588904,1,8.518411,0,0,0,0,0,0,0,0,0,0,1,0,0,1,.8108108,.31813516
-.11281,-.3483889,-.4057172,.8258293,1,5.895044,1,0,1,0,1,0,0,0,0,1,0,0,0,0,.4897959,.14390507
.2170806,-.0305535,-1.482236,-1.018421,0,8.8804009,1,0,1,0,0,1,0,0,0,0,1,0,0,0,.5,.08854874
.023145,-.409957,-.2841714,-.7839888,1,7.820903,0,1,0,0,1,0,0,1,0,0,1,0,0,1,.5714286,.21205693
.194488,-.3208031,-1.043232,-1.150639,0,6.6775467,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.5,.3133255
-1.593119,-.2306499,.1016562,-.0630911,1,10.080884,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.5,.12517746
-.1905842,-.2624334,.7271763,.9146414,0,9.2560177,1,0,0,0,0,0,0,1,0,1,0,0,0,1,.5,.05780057
-.5036803,-.3262004,-.5722428,-1.67971,0,8.8340515,1,0,1,0,1,0,0,0,0,1,0,0,0,1,.6666667,.03791952
-.4514976,-.0515427,-.1630256,.0369225,1,9.6583026,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.6,.04272028
.4675974,1.490058,1.140592,-.0734926,1,9.2900558,0,0,0,0,0,0,0,0,1,0,0,1,0,0,.5,0
.4657981,.9225523,.6706018,1.3449,0,8.4623661,0,1,0,0,0,1,0,0,0,0,1,0,0,1,.8108108,.31813516
.0043512,.6215078,.1182486,-.3411287,0,7.3804465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.12780535
1.077195,.612713,.9226895,1.193679,0,6.8918258,1,1,0,0,0,1,0,0,1,0,0,1,0,1,.5714286,.06701158
.2568672,-1.624127,-.8323265,-.8077921,1,8.7107436,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.7777778,.11880343
-.9825214,-.380772,-.7865471,-.4857486,1,7.3844262,0,0,0,0,1,0,0,1,0,0,0,0,0,1,.7272727,.21739165
.6559352,.6568899,.5850401,.5045857,1,7.5280622,1,0,0,0,0,0,0,0,1,0,0,1,0,0,.25,0
.4134156,1.36932,.5140721,.9404451,1,8.7581786,1,0,0,1,0,0,1,0,1,0,0,1,0,1,.8108108,.31813516
1.004819,.0230185,1.222955,.3109596,1,9.3402198,1,0,1,0,1,0,0,0,0,1,0,0,0,1,.8,.18182649
-1.956998,-1.844613,-1.237346,-1.757521,1,8.4391899,1,0,0,1,0,0,1,0,1,0,0,1,0,0,.6428571,.04897266
.1337086,.3848307,.4181146,.9240427,1,8.1123624,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,.09068893
.427211,.7440444,1.026843,-.0594905,1,7.3013539,1,1,0,0,1,0,0,0,0,1,0,0,0,0,.8421053,.1972524
.2828589,-.1476928,-.1466331,-.142302,1,8.8529364,1,0,0,1,0,0,1,0,1,0,0,1,0,0,.8,0
.5167809,.2273129,1.446255,.0313217,0,7.1308612,1,0,0,0,0,0,0,0,0,0,1,0,1,0,.6428571,.16336714
1.198355,-.1890715,.8123384,.003318,0,9.6056897,0,0,1,0,1,0,0,1,0,0,1,0,1,0,.5,.12517746
-.9097456,-.4521351,-.5304615,.0429233,1,9.1243468,1,0,1,0,1,0,0,0,0,0,1,0,0,1,.4285714,.1284174
.7261115,.089584,.7395713,-1.908541,1,8.8576549,0,1,0,0,1,0,0,0,0,0,1,0,0,1,.6153846,.29223201
-.5204747,-.4663276,-.7987416,-1.179443,0,7.6407061,0,1,0,0,1,0,0,0,0,0,1,0,1,0,.6428571,.16336714
.1125153,-1.338475,.240994,-1.619302,1,9.4743362,1,1,0,0,1,0,0,0,0,0,1,0,0,0,.5,.14724462
-1.417977,-1.978343,-.3481428,-1.817929,1,8.3469264,0,0,0,0,0,0,0,0,1,0,0,0,0,1,.75,.05631924
-.7206082,-.0673347,.6044315,.033522,1,8.9153212,1,0,0,1,0,0,0,0,0,0,1,0,0,1,.8571429,.21692954
1.731778,1.675361,1.141391,1.070262,1,9.7568115,0,0,0,1,0,0,1,0,1,0,0,1,0,1,.5,.20187719
-.9703255,.575532,-.7055832,-.3839345,1,8.9084924,0,0,0,0,0,0,0,1,0,0,1,0,0,1,.8181818,.15585168
-1.085487,-.5161018,-1.287523,-1.515888,0,5.888051,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.5,.20187719
-1.500749,-.6880125,1.088015,.541191,0,7.3647134,1,1,0,0,1,0,0,0,0,1,0,0,0,1,.8108108,.31813516
.3742287,1.064279,1.060228,.5035858,1,8.9772794,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.3333333,0
.6657318,.5989201,1.052231,1.04686,0,8.5187259,0,1,0,0,1,0,0,1,0,0,1,0,0,1,.8108108,.31813516
-.9881195,-1.377055,-.9518732,-1.343865,1,8.7462624,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.8333333,.16892856
.255268,-.0439465,.3435483,-.3821343,1,9.0014851,1,0,0,0,1,0,0,0,1,0,0,1,0,1,.8,.18182649
-1.845635,-1.586946,-1.358492,-.5211532,1,8.4665497,1,0,0,1,0,0,1,0,1,0,0,1,0,1,.8571429,.14576154
.0747279,.3934267,.6508109,.3553656,1,9.0342288,1,1,0,0,0,1,0,0,0,0,1,0,1,0,.5,.25328278
-1.109879,-.7137993,-.341546,-2.41261,1,8.9535767,1,0,0,1,0,0,1,0,0,0,1,0,0,1,.6666667,.03791952
1.083393,.1707419,1.110405,.5377903,1,7.7625918,1,1,0,0,1,0,0,0,0,1,0,0,0,1,.7619048,.16574368
.2960546,.7416458,.7127833,-.2353145,1,8.8273784,0,0,1,0,0,0,0,0,1,0,0,1,0,0,.6428571,.04897266
1.005219,-.1618856,.6919924,.7466187,1,8.754564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6666667,.19960482
.4266113,-.6966082,-.8673108,-1.218448,1,7.6265657,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,.12618741
-.3913174,.5397503,.717581,.1085322,0,8.8650903,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.5,.09083816
.0273437,-.3132069,.7369723,.1249346,1,9.1729365,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.5,.08019912
1.78556,1.240587,1.54841,1.834766,1,6.7150405,1,1,0,0,1,0,0,0,0,0,1,0,0,0,.8421053,.1972524
.4582005,-.6476337,-.0156915,.0865291,1,8.4736867,0,0,0,0,0,0,0,0,0,0,1,0,0,1,.6666667,.19577105
.092122,-.4827192,-1.375284,-1.198645,1,7.163793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25,.1438726
-.1412005,-.63544,-.1806179,-.0666915,1,7.7932822,0,0,0,0,0,0,0,1,0,0,0,0,0,1,.5757576,.19301433
-1.462962,-1.472006,-1.330504,-1.963149,0,8.450659,1,0,0,0,0,0,0,0,0,0,0,1,0,1,.5,.09580029
1.362701,1.541831,.6536093,.0957305,0,6.4273078,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,.1649426
.1157144,-.4007616,.3591413,.3979715,1,8.9846733,1,0,1,0,0,0,0,0,0,0,1,0,0,0,.7391304,.21390388
-1.892419,-.6920107,-.2693782,-1.394672,1,8.5648014,0,0,0,1,0,0,1,0,1,0,0,1,0,1,.8,.26896138
-.1445993,-.3397931,.9676694,.1001311,1,8.9514394,1,0,0,0,0,0,0,0,0,0,0,0,0,1,.8,.15633682
-.0060455,-.933885,-.7825489,.3673674,1,8.084409,0,1,0,0,1,0,0,1,0,1,0,0,0,0,.5,0
-1.814645,-1.412637,-.7371691,-.3613317,1,8.1529176,1,0,0,1,0,0,1,0,1,0,0,1,0,0,.7391304,.21390388
1.415483,.8633825,1.969221,1.412709,1,8.1928505,0,0,0,0,1,0,0,0,0,0,1,0,0,1,.5757576,.19301433
.5643653,-1.15597,-.6074269,-.2211124,1,8.4421071,0,0,0,0,0,0,0,0,0,1,0,0,0,1,.7272727,.25709625
-1.339403,-1.470007,-1.756314,-.9916171,0,7.6913179,1,0,0,0,0,0,0,0,0,1,0,0,0,1,.84,.32447398
